,municipio,codEstacao,uf,nomeEstacao,latitude,longitude,datahora,valorMedida,Time,Date
188,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 21:40:00,0.2,21:40,2019-01-05
189,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 21:50:00,0.0,21:50,2019-01-05
190,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 22:50:00,0.2,22:50,2019-01-05
191,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-05 23:50:00,0.0,23:50,2019-01-05
192,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-06 00:10:00,0.2,00:10,2019-01-06
193,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-06 00:50:00,0.0,00:50,2019-01-06
194,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-06 01:20:00,0.2,01:20,2019-01-06
195,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-06 01:50:00,0.0,01:50,2019-01-06
196,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-06 02:30:00,0.2,02:30,2019-01-06
197,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-06 02:50:00,0.0,02:50,2019-01-06
198,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-06 03:40:00,0.2,03:40,2019-01-06
199,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-06 03:50:00,0.0,03:50,2019-01-06
200,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-06 04:40:00,0.2,04:40,2019-01-06
201,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-06 04:50:00,0.0,04:50,2019-01-06
202,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-06 05:50:00,0.2,05:50,2019-01-06
203,SÃO PAULO,355030833A,SP,AC Central de SP,-46.635987,-23.543311,2019-01-06 06:50:00,0.2,06:50,2019-01-06
